sample_id,taxa,count_per_L,biomass_per_L,measurement_method
100,Leptocylindrus mediterraneus,0.0,,microscopy
102,Leptocylindrus mediterraneus,0.0,,microscopy
105,Leptocylindrus mediterraneus,0.0,,microscopy
108,Leptocylindrus mediterraneus,0.0,,microscopy
110,Leptocylindrus mediterraneus,0.0,,microscopy
112,Leptocylindrus mediterraneus,0.0,,microscopy
6,Navicula planamembranacea,0.0,,microscopy
9,Navicula planamembranacea,0.0,,microscopy
11,Navicula planamembranacea,0.0,,microscopy
15,Navicula planamembranacea,0.0,,microscopy
16,Navicula planamembranacea,0.0,,microscopy
20,Navicula planamembranacea,0.0,,microscopy
21,Navicula planamembranacea,0.0,,microscopy
23,Navicula planamembranacea,0.0,,microscopy
26,Navicula planamembranacea,0.0,,microscopy
29,Navicula planamembranacea,0.0,,microscopy
31,Navicula planamembranacea,0.0,,microscopy
33,Navicula planamembranacea,0.0,,microscopy
36,Navicula planamembranacea,0.0,,microscopy
39,Navicula planamembranacea,0.0,,microscopy
41,Navicula planamembranacea,0.0,,microscopy
44,Navicula planamembranacea,0.0,,microscopy
46,Navicula planamembranacea,0.0,,microscopy
49,Navicula planamembranacea,0.0,,microscopy
51,Navicula planamembranacea,0.0,,microscopy
55,Navicula planamembranacea,0.0,,microscopy
58,Navicula planamembranacea,0.0,,microscopy
60,Navicula planamembranacea,0.0,,microscopy
63,Navicula planamembranacea,0.0,,microscopy
65,Navicula planamembranacea,0.0,,microscopy
69,Navicula planamembranacea,0.0,,microscopy
70,Navicula planamembranacea,0.0,,microscopy
73,Navicula planamembranacea,0.0,,microscopy
75,Navicula planamembranacea,0.0,,microscopy
78,Navicula planamembranacea,0.0,,microscopy
80,Navicula planamembranacea,0.0,,microscopy
84,Navicula planamembranacea,20.0,,microscopy
85,Navicula planamembranacea,0.0,,microscopy
87,Navicula planamembranacea,0.0,,microscopy
90,Navicula planamembranacea,0.0,,microscopy
93,Navicula planamembranacea,0.0,,microscopy
95,Navicula planamembranacea,0.0,,microscopy
97,Navicula planamembranacea,0.0,,microscopy
100,Navicula planamembranacea,0.0,,microscopy
102,Navicula planamembranacea,160.0,,microscopy
105,Navicula planamembranacea,0.0,,microscopy
108,Navicula planamembranacea,0.0,,microscopy
110,Navicula planamembranacea,480.0,,microscopy
112,Navicula planamembranacea,240.0,,microscopy
6,Nitzschia bicapitata,0.0,,microscopy
9,Nitzschia bicapitata,0.0,,microscopy
11,Nitzschia bicapitata,0.0,,microscopy
15,Nitzschia bicapitata,0.0,,microscopy
16,Nitzschia bicapitata,0.0,,microscopy
20,Nitzschia bicapitata,0.0,,microscopy
21,Nitzschia bicapitata,0.0,,microscopy
23,Nitzschia bicapitata,0.0,,microscopy
26,Nitzschia bicapitata,0.0,,microscopy
29,Nitzschia bicapitata,0.0,,microscopy
31,Nitzschia bicapitata,0.0,,microscopy
33,Nitzschia bicapitata,0.0,,microscopy
36,Nitzschia bicapitata,0.0,,microscopy
39,Nitzschia bicapitata,0.0,,microscopy
41,Nitzschia bicapitata,0.0,,microscopy
44,Nitzschia bicapitata,0.0,,microscopy
46,Nitzschia bicapitata,0.0,,microscopy
49,Nitzschia bicapitata,0.0,,microscopy
51,Nitzschia bicapitata,240.0,,microscopy
55,Nitzschia bicapitata,0.0,,microscopy
58,Nitzschia bicapitata,240.0,,microscopy
60,Nitzschia bicapitata,0.0,,microscopy
63,Nitzschia bicapitata,0.0,,microscopy
65,Nitzschia bicapitata,0.0,,microscopy
69,Nitzschia bicapitata,0.0,,microscopy
70,Nitzschia bicapitata,0.0,,microscopy
73,Nitzschia bicapitata,0.0,,microscopy
75,Nitzschia bicapitata,0.0,,microscopy
78,Nitzschia bicapitata,0.0,,microscopy
80,Nitzschia bicapitata,0.0,,microscopy
84,Nitzschia bicapitata,0.0,,microscopy
85,Nitzschia bicapitata,0.0,,microscopy
87,Nitzschia bicapitata,0.0,,microscopy
90,Nitzschia bicapitata,0.0,,microscopy
93,Nitzschia bicapitata,0.0,,microscopy
95,Nitzschia bicapitata,0.0,,microscopy
97,Nitzschia bicapitata,0.0,,microscopy
100,Nitzschia bicapitata,0.0,,microscopy
102,Nitzschia bicapitata,0.0,,microscopy
105,Nitzschia bicapitata,0.0,,microscopy
108,Nitzschia bicapitata,0.0,,microscopy
110,Nitzschia bicapitata,0.0,,microscopy
112,Nitzschia bicapitata,0.0,,microscopy
6,Nitzschia closterium,0.0,,microscopy
9,Nitzschia closterium,0.0,,microscopy
11,Nitzschia closterium,0.0,,microscopy
15,Nitzschia closterium,0.0,,microscopy
16,Nitzschia closterium,0.0,,microscopy
20,Nitzschia closterium,0.0,,microscopy
21,Nitzschia closterium,0.0,,microscopy
23,Nitzschia closterium,0.0,,microscopy
26,Nitzschia closterium,0.0,,microscopy
29,Nitzschia closterium,0.0,,microscopy
31,Nitzschia closterium,0.0,,microscopy
33,Nitzschia closterium,0.0,,microscopy
36,Nitzschia closterium,160.0,,microscopy
39,Nitzschia closterium,800.0,,microscopy
41,Nitzschia closterium,0.0,,microscopy
44,Nitzschia closterium,400.0,,microscopy
46,Nitzschia closterium,0.0,,microscopy
49,Nitzschia closterium,0.0,,microscopy
51,Nitzschia closterium,0.0,,microscopy
55,Nitzschia closterium,0.0,,microscopy
58,Nitzschia closterium,0.0,,microscopy
60,Nitzschia closterium,0.0,,microscopy
63,Nitzschia closterium,0.0,,microscopy
65,Nitzschia closterium,0.0,,microscopy
69,Nitzschia closterium,0.0,,microscopy
70,Nitzschia closterium,0.0,,microscopy
73,Nitzschia closterium,0.0,,microscopy
75,Nitzschia closterium,0.0,,microscopy
78,Nitzschia closterium,0.0,,microscopy
80,Nitzschia closterium,0.0,,microscopy
84,Nitzschia closterium,80.0,,microscopy
85,Nitzschia closterium,0.0,,microscopy
87,Nitzschia closterium,0.0,,microscopy
90,Nitzschia closterium,0.0,,microscopy
93,Nitzschia closterium,160.0,,microscopy
95,Nitzschia closterium,720.0,,microscopy
97,Nitzschia closterium,960.0,,microscopy
100,Nitzschia closterium,0.0,,microscopy
102,Nitzschia closterium,800.0,,microscopy
105,Nitzschia closterium,0.0,,microscopy
108,Nitzschia closterium,0.0,,microscopy
110,Nitzschia closterium,0.0,,microscopy
112,Nitzschia closterium,0.0,,microscopy
6,Nitzschia delicatissima,80.0,,microscopy
9,Nitzschia delicatissima,2880.0,,microscopy
11,Nitzschia delicatissima,800.0,,microscopy
15,Nitzschia delicatissima,1520.0,,microscopy
16,Nitzschia delicatissima,0.0,,microscopy
20,Nitzschia delicatissima,800.0,,microscopy
21,Nitzschia delicatissima,0.0,,microscopy
23,Nitzschia delicatissima,560.0,,microscopy
26,Nitzschia delicatissima,480.0,,microscopy
29,Nitzschia delicatissima,240.0,,microscopy
31,Nitzschia delicatissima,1840.0,,microscopy
33,Nitzschia delicatissima,2480.0,,microscopy
36,Nitzschia delicatissima,0.0,,microscopy
39,Nitzschia delicatissima,0.0,,microscopy
41,Nitzschia delicatissima,0.0,,microscopy
44,Nitzschia delicatissima,7600.0,,microscopy
46,Nitzschia delicatissima,0.0,,microscopy
49,Nitzschia delicatissima,1600.0,,microscopy
51,Nitzschia delicatissima,0.0,,microscopy
55,Nitzschia delicatissima,0.0,,microscopy
58,Nitzschia delicatissima,640.0,,microscopy
60,Nitzschia delicatissima,0.0,,microscopy
63,Nitzschia delicatissima,400.0,,microscopy
65,Nitzschia delicatissima,0.0,,microscopy
69,Nitzschia delicatissima,800.0,,microscopy
70,Nitzschia delicatissima,0.0,,microscopy
73,Nitzschia delicatissima,480.0,,microscopy
75,Nitzschia delicatissima,0.0,,microscopy
78,Nitzschia delicatissima,0.0,,microscopy
80,Nitzschia delicatissima,0.0,,microscopy
84,Nitzschia delicatissima,400.0,,microscopy
85,Nitzschia delicatissima,160.0,,microscopy
87,Nitzschia delicatissima,320.0,,microscopy
90,Nitzschia delicatissima,1600.0,,microscopy
93,Nitzschia delicatissima,2080.0,,microscopy
95,Nitzschia delicatissima,53960.0,,microscopy
97,Nitzschia delicatissima,39100.0,,microscopy
100,Nitzschia delicatissima,6080.0,,microscopy
102,Nitzschia delicatissima,11400.0,,microscopy
105,Nitzschia delicatissima,8740.0,,microscopy
108,Nitzschia delicatissima,160.0,,microscopy
110,Nitzschia delicatissima,46360.0,,microscopy
112,Nitzschia delicatissima,57370.0,,microscopy
6,Nitzschia seriata,0.0,,microscopy
9,Nitzschia seriata,0.0,,microscopy
11,Nitzschia seriata,0.0,,microscopy
15,Nitzschia seriata,0.0,,microscopy
16,Nitzschia seriata,0.0,,microscopy
20,Nitzschia seriata,0.0,,microscopy
21,Nitzschia seriata,0.0,,microscopy
23,Nitzschia seriata,0.0,,microscopy
26,Nitzschia seriata,0.0,,microscopy
29,Nitzschia seriata,0.0,,microscopy
31,Nitzschia seriata,0.0,,microscopy
33,Nitzschia seriata,0.0,,microscopy
36,Nitzschia seriata,0.0,,microscopy
39,Nitzschia seriata,0.0,,microscopy
41,Nitzschia seriata,0.0,,microscopy
44,Nitzschia seriata,0.0,,microscopy
46,Nitzschia seriata,0.0,,microscopy
49,Nitzschia seriata,0.0,,microscopy
51,Nitzschia seriata,0.0,,microscopy
55,Nitzschia seriata,0.0,,microscopy
58,Nitzschia seriata,0.0,,microscopy
60,Nitzschia seriata,0.0,,microscopy
63,Nitzschia seriata,0.0,,microscopy
65,Nitzschia seriata,0.0,,microscopy
69,Nitzschia seriata,0.0,,microscopy
70,Nitzschia seriata,0.0,,microscopy
73,Nitzschia seriata,0.0,,microscopy
75,Nitzschia seriata,0.0,,microscopy
78,Nitzschia seriata,0.0,,microscopy
80,Nitzschia seriata,0.0,,microscopy
84,Nitzschia seriata,0.0,,microscopy
85,Nitzschia seriata,0.0,,microscopy
87,Nitzschia seriata,0.0,,microscopy
90,Nitzschia seriata,0.0,,microscopy
93,Nitzschia seriata,0.0,,microscopy
95,Nitzschia seriata,320.0,,microscopy
97,Nitzschia seriata,640.0,,microscopy
100,Nitzschia seriata,4180.0,,microscopy
102,Nitzschia seriata,1900.0,,microscopy
105,Nitzschia seriata,0.0,,microscopy
108,Nitzschia seriata,0.0,,microscopy
110,Nitzschia seriata,0.0,,microscopy
112,Nitzschia seriata,0.0,,microscopy
6,Planktoniella sol,0.0,,microscopy
9,Planktoniella sol,0.0,,microscopy
11,Planktoniella sol,0.0,,microscopy
15,Planktoniella sol,0.0,,microscopy
16,Planktoniella sol,0.0,,microscopy
20,Planktoniella sol,0.0,,microscopy
21,Planktoniella sol,0.0,,microscopy
23,Planktoniella sol,0.0,,microscopy
26,Planktoniella sol,0.0,,microscopy
29,Planktoniella sol,0.0,,microscopy
31,Planktoniella sol,0.0,,microscopy
33,Planktoniella sol,0.0,,microscopy
36,Planktoniella sol,0.0,,microscopy
39,Planktoniella sol,20.0,,microscopy
41,Planktoniella sol,0.0,,microscopy
44,Planktoniella sol,0.0,,microscopy
46,Planktoniella sol,0.0,,microscopy
49,Planktoniella sol,0.0,,microscopy
51,Planktoniella sol,0.0,,microscopy
55,Planktoniella sol,0.0,,microscopy
58,Planktoniella sol,20.0,,microscopy
60,Planktoniella sol,0.0,,microscopy
63,Planktoniella sol,0.0,,microscopy
65,Planktoniella sol,0.0,,microscopy
69,Planktoniella sol,0.0,,microscopy
70,Planktoniella sol,0.0,,microscopy
73,Planktoniella sol,0.0,,microscopy
75,Planktoniella sol,0.0,,microscopy
78,Planktoniella sol,20.0,,microscopy
80,Planktoniella sol,0.0,,microscopy
84,Planktoniella sol,0.0,,microscopy
85,Planktoniella sol,0.0,,microscopy
87,Planktoniella sol,0.0,,microscopy
90,Planktoniella sol,0.0,,microscopy
93,Planktoniella sol,0.0,,microscopy
95,Planktoniella sol,20.0,,microscopy
97,Planktoniella sol,20.0,,microscopy
100,Planktoniella sol,0.0,,microscopy
102,Planktoniella sol,0.0,,microscopy
105,Planktoniella sol,0.0,,microscopy
108,Planktoniella sol,0.0,,microscopy
110,Planktoniella sol,0.0,,microscopy
112,Planktoniella sol,0.0,,microscopy
6,Pleurosigma,0.0,,microscopy
9,Pleurosigma,160.0,,microscopy
11,Pleurosigma,0.0,,microscopy
15,Pleurosigma,0.0,,microscopy
16,Pleurosigma,0.0,,microscopy
20,Pleurosigma,0.0,,microscopy
21,Pleurosigma,0.0,,microscopy
23,Pleurosigma,0.0,,microscopy
26,Pleurosigma,0.0,,microscopy
29,Pleurosigma,0.0,,microscopy
31,Pleurosigma,0.0,,microscopy
33,Pleurosigma,0.0,,microscopy
36,Pleurosigma,0.0,,microscopy
39,Pleurosigma,0.0,,microscopy
41,Pleurosigma,0.0,,microscopy
44,Pleurosigma,0.0,,microscopy
46,Pleurosigma,0.0,,microscopy
49,Pleurosigma,0.0,,microscopy
51,Pleurosigma,0.0,,microscopy
55,Pleurosigma,0.0,,microscopy
58,Pleurosigma,0.0,,microscopy
60,Pleurosigma,0.0,,microscopy
63,Pleurosigma,0.0,,microscopy
65,Pleurosigma,0.0,,microscopy
69,Pleurosigma,0.0,,microscopy
70,Pleurosigma,0.0,,microscopy
73,Pleurosigma,0.0,,microscopy
75,Pleurosigma,0.0,,microscopy
78,Pleurosigma,0.0,,microscopy
80,Pleurosigma,0.0,,microscopy
84,Pleurosigma,0.0,,microscopy
85,Pleurosigma,0.0,,microscopy
87,Pleurosigma,0.0,,microscopy
90,Pleurosigma,0.0,,microscopy
93,Pleurosigma,0.0,,microscopy
95,Pleurosigma,0.0,,microscopy
97,Pleurosigma,0.0,,microscopy
100,Pleurosigma,0.0,,microscopy
102,Pleurosigma,0.0,,microscopy
105,Pleurosigma,0.0,,microscopy
108,Pleurosigma,0.0,,microscopy
110,Pleurosigma,0.0,,microscopy
112,Pleurosigma,0.0,,microscopy
6,Pleurosigma planctonicum,0.0,,microscopy
9,Pleurosigma planctonicum,0.0,,microscopy
11,Pleurosigma planctonicum,0.0,,microscopy
15,Pleurosigma planctonicum,0.0,,microscopy
16,Pleurosigma planctonicum,0.0,,microscopy
20,Pleurosigma planctonicum,0.0,,microscopy
21,Pleurosigma planctonicum,0.0,,microscopy
23,Pleurosigma planctonicum,0.0,,microscopy
26,Pleurosigma planctonicum,0.0,,microscopy
29,Pleurosigma planctonicum,0.0,,microscopy
31,Pleurosigma planctonicum,20.0,,microscopy
33,Pleurosigma planctonicum,0.0,,microscopy
36,Pleurosigma planctonicum,0.0,,microscopy
39,Pleurosigma planctonicum,0.0,,microscopy
41,Pleurosigma planctonicum,0.0,,microscopy
44,Pleurosigma planctonicum,0.0,,microscopy
46,Pleurosigma planctonicum,0.0,,microscopy
49,Pleurosigma planctonicum,0.0,,microscopy
51,Pleurosigma planctonicum,0.0,,microscopy
55,Pleurosigma planctonicum,0.0,,microscopy
58,Pleurosigma planctonicum,0.0,,microscopy
60,Pleurosigma planctonicum,0.0,,microscopy
63,Pleurosigma planctonicum,0.0,,microscopy
65,Pleurosigma planctonicum,0.0,,microscopy
69,Pleurosigma planctonicum,0.0,,microscopy
70,Pleurosigma planctonicum,0.0,,microscopy
73,Pleurosigma planctonicum,0.0,,microscopy
75,Pleurosigma planctonicum,0.0,,microscopy
78,Pleurosigma planctonicum,0.0,,microscopy
80,Pleurosigma planctonicum,0.0,,microscopy
84,Pleurosigma planctonicum,0.0,,microscopy
85,Pleurosigma planctonicum,0.0,,microscopy
87,Pleurosigma planctonicum,0.0,,microscopy
90,Pleurosigma planctonicum,0.0,,microscopy
93,Pleurosigma planctonicum,0.0,,microscopy
95,Pleurosigma planctonicum,0.0,,microscopy
97,Pleurosigma planctonicum,0.0,,microscopy
100,Pleurosigma planctonicum,40.0,,microscopy
102,Pleurosigma planctonicum,0.0,,microscopy
105,Pleurosigma planctonicum,0.0,,microscopy
108,Pleurosigma planctonicum,0.0,,microscopy
110,Pleurosigma planctonicum,0.0,,microscopy
112,Pleurosigma planctonicum,0.0,,microscopy
6,Porosira,0.0,,microscopy
9,Porosira,0.0,,microscopy
11,Porosira,0.0,,microscopy
15,Porosira,0.0,,microscopy
16,Porosira,0.0,,microscopy
20,Porosira,0.0,,microscopy
21,Porosira,0.0,,microscopy
23,Porosira,0.0,,microscopy
26,Porosira,0.0,,microscopy
29,Porosira,0.0,,microscopy
31,Porosira,0.0,,microscopy
33,Porosira,80.0,,microscopy
36,Porosira,0.0,,microscopy
39,Porosira,0.0,,microscopy
41,Porosira,0.0,,microscopy
44,Porosira,0.0,,microscopy
46,Porosira,0.0,,microscopy
49,Porosira,0.0,,microscopy
51,Porosira,0.0,,microscopy
55,Porosira,0.0,,microscopy
58,Porosira,0.0,,microscopy
60,Porosira,0.0,,microscopy
63,Porosira,0.0,,microscopy
65,Porosira,0.0,,microscopy
69,Porosira,0.0,,microscopy
70,Porosira,0.0,,microscopy
73,Porosira,0.0,,microscopy
75,Porosira,0.0,,microscopy
78,Porosira,0.0,,microscopy
80,Porosira,0.0,,microscopy
84,Porosira,0.0,,microscopy
85,Porosira,0.0,,microscopy
87,Porosira,0.0,,microscopy
90,Porosira,0.0,,microscopy
93,Porosira,0.0,,microscopy
95,Porosira,0.0,,microscopy
97,Porosira,0.0,,microscopy
100,Porosira,0.0,,microscopy
102,Porosira,0.0,,microscopy
105,Porosira,0.0,,microscopy
108,Porosira,0.0,,microscopy
110,Porosira,0.0,,microscopy
112,Porosira,0.0,,microscopy
6,Rhizosolenia alata,0.0,,microscopy
9,Rhizosolenia alata,40.0,,microscopy
11,Rhizosolenia alata,0.0,,microscopy
15,Rhizosolenia alata,0.0,,microscopy
16,Rhizosolenia alata,0.0,,microscopy
20,Rhizosolenia alata,0.0,,microscopy
21,Rhizosolenia alata,0.0,,microscopy
23,Rhizosolenia alata,0.0,,microscopy
26,Rhizosolenia alata,0.0,,microscopy
29,Rhizosolenia alata,0.0,,microscopy
31,Rhizosolenia alata,20.0,,microscopy
33,Rhizosolenia alata,0.0,,microscopy
36,Rhizosolenia alata,0.0,,microscopy
39,Rhizosolenia alata,0.0,,microscopy
41,Rhizosolenia alata,0.0,,microscopy
44,Rhizosolenia alata,0.0,,microscopy
46,Rhizosolenia alata,0.0,,microscopy
49,Rhizosolenia alata,0.0,,microscopy
51,Rhizosolenia alata,0.0,,microscopy
55,Rhizosolenia alata,0.0,,microscopy
58,Rhizosolenia alata,0.0,,microscopy
60,Rhizosolenia alata,0.0,,microscopy
63,Rhizosolenia alata,0.0,,microscopy
65,Rhizosolenia alata,0.0,,microscopy
69,Rhizosolenia alata,0.0,,microscopy
70,Rhizosolenia alata,0.0,,microscopy
73,Rhizosolenia alata,0.0,,microscopy
75,Rhizosolenia alata,0.0,,microscopy
78,Rhizosolenia alata,0.0,,microscopy
80,Rhizosolenia alata,0.0,,microscopy
84,Rhizosolenia alata,0.0,,microscopy
85,Rhizosolenia alata,0.0,,microscopy
87,Rhizosolenia alata,0.0,,microscopy
90,Rhizosolenia alata,0.0,,microscopy
93,Rhizosolenia alata,0.0,,microscopy
95,Rhizosolenia alata,0.0,,microscopy
97,Rhizosolenia alata,0.0,,microscopy
100,Rhizosolenia alata,0.0,,microscopy
102,Rhizosolenia alata,0.0,,microscopy
105,Rhizosolenia alata,0.0,,microscopy
108,Rhizosolenia alata,0.0,,microscopy
110,Rhizosolenia alata,0.0,,microscopy
112,Rhizosolenia alata,0.0,,microscopy
6,Rhizosolenia alata,0.0,,microscopy
9,Rhizosolenia alata,0.0,,microscopy
11,Rhizosolenia alata,0.0,,microscopy
15,Rhizosolenia alata,0.0,,microscopy
16,Rhizosolenia alata,0.0,,microscopy
20,Rhizosolenia alata,0.0,,microscopy
21,Rhizosolenia alata,0.0,,microscopy
23,Rhizosolenia alata,0.0,,microscopy
26,Rhizosolenia alata,0.0,,microscopy
29,Rhizosolenia alata,0.0,,microscopy
31,Rhizosolenia alata,0.0,,microscopy
33,Rhizosolenia alata,0.0,,microscopy
36,Rhizosolenia alata,0.0,,microscopy
39,Rhizosolenia alata,0.0,,microscopy
41,Rhizosolenia alata,0.0,,microscopy
44,Rhizosolenia alata,0.0,,microscopy
46,Rhizosolenia alata,0.0,,microscopy
49,Rhizosolenia alata,0.0,,microscopy
51,Rhizosolenia alata,0.0,,microscopy
55,Rhizosolenia alata,0.0,,microscopy
58,Rhizosolenia alata,0.0,,microscopy
60,Rhizosolenia alata,0.0,,microscopy
63,Rhizosolenia alata,0.0,,microscopy
65,Rhizosolenia alata,0.0,,microscopy
69,Rhizosolenia alata,0.0,,microscopy
70,Rhizosolenia alata,0.0,,microscopy
73,Rhizosolenia alata,0.0,,microscopy
75,Rhizosolenia alata,0.0,,microscopy
78,Rhizosolenia alata,0.0,,microscopy
80,Rhizosolenia alata,0.0,,microscopy
84,Rhizosolenia alata,0.0,,microscopy
85,Rhizosolenia alata,30.0,,microscopy
87,Rhizosolenia alata,0.0,,microscopy
90,Rhizosolenia alata,10.0,,microscopy
93,Rhizosolenia alata,0.0,,microscopy
95,Rhizosolenia alata,160.0,,microscopy
97,Rhizosolenia alata,80.0,,microscopy
100,Rhizosolenia alata,0.0,,microscopy
102,Rhizosolenia alata,0.0,,microscopy
105,Rhizosolenia alata,0.0,,microscopy
108,Rhizosolenia alata,0.0,,microscopy
110,Rhizosolenia alata,0.0,,microscopy
112,Rhizosolenia alata,0.0,,microscopy
6,Rhizosolenia alata,0.0,,microscopy
9,Rhizosolenia alata,0.0,,microscopy
11,Rhizosolenia alata,0.0,,microscopy
15,Rhizosolenia alata,0.0,,microscopy
16,Rhizosolenia alata,0.0,,microscopy
20,Rhizosolenia alata,0.0,,microscopy
21,Rhizosolenia alata,0.0,,microscopy
23,Rhizosolenia alata,0.0,,microscopy
26,Rhizosolenia alata,0.0,,microscopy
29,Rhizosolenia alata,0.0,,microscopy
31,Rhizosolenia alata,40.0,,microscopy
33,Rhizosolenia alata,20.0,,microscopy
36,Rhizosolenia alata,0.0,,microscopy
39,Rhizosolenia alata,0.0,,microscopy
41,Rhizosolenia alata,0.0,,microscopy
44,Rhizosolenia alata,0.0,,microscopy
46,Rhizosolenia alata,0.0,,microscopy
49,Rhizosolenia alata,0.0,,microscopy
51,Rhizosolenia alata,0.0,,microscopy
55,Rhizosolenia alata,160.0,,microscopy
58,Rhizosolenia alata,40.0,,microscopy
60,Rhizosolenia alata,0.0,,microscopy
63,Rhizosolenia alata,0.0,,microscopy
65,Rhizosolenia alata,0.0,,microscopy
69,Rhizosolenia alata,0.0,,microscopy
70,Rhizosolenia alata,0.0,,microscopy
73,Rhizosolenia alata,0.0,,microscopy
75,Rhizosolenia alata,0.0,,microscopy
78,Rhizosolenia alata,0.0,,microscopy
80,Rhizosolenia alata,0.0,,microscopy
84,Rhizosolenia alata,0.0,,microscopy
85,Rhizosolenia alata,20.0,,microscopy
87,Rhizosolenia alata,10.0,,microscopy
90,Rhizosolenia alata,0.0,,microscopy
93,Rhizosolenia alata,80.0,,microscopy
95,Rhizosolenia alata,80.0,,microscopy
97,Rhizosolenia alata,0.0,,microscopy
100,Rhizosolenia alata,0.0,,microscopy
102,Rhizosolenia alata,10.0,,microscopy
105,Rhizosolenia alata,40.0,,microscopy
108,Rhizosolenia alata,0.0,,microscopy
110,Rhizosolenia alata,0.0,,microscopy
112,Rhizosolenia alata,0.0,,microscopy
6,Rhizosolenia alata,0.0,,microscopy
9,Rhizosolenia alata,0.0,,microscopy
11,Rhizosolenia alata,0.0,,microscopy
15,Rhizosolenia alata,0.0,,microscopy
16,Rhizosolenia alata,0.0,,microscopy
20,Rhizosolenia alata,0.0,,microscopy
21,Rhizosolenia alata,0.0,,microscopy
23,Rhizosolenia alata,0.0,,microscopy
26,Rhizosolenia alata,0.0,,microscopy
29,Rhizosolenia alata,0.0,,microscopy
31,Rhizosolenia alata,0.0,,microscopy
33,Rhizosolenia alata,0.0,,microscopy
36,Rhizosolenia alata,0.0,,microscopy
39,Rhizosolenia alata,0.0,,microscopy
41,Rhizosolenia alata,0.0,,microscopy
44,Rhizosolenia alata,0.0,,microscopy
46,Rhizosolenia alata,0.0,,microscopy
49,Rhizosolenia alata,0.0,,microscopy
51,Rhizosolenia alata,0.0,,microscopy
55,Rhizosolenia alata,0.0,,microscopy
58,Rhizosolenia alata,0.0,,microscopy
60,Rhizosolenia alata,0.0,,microscopy
63,Rhizosolenia alata,0.0,,microscopy
65,Rhizosolenia alata,0.0,,microscopy
69,Rhizosolenia alata,0.0,,microscopy
70,Rhizosolenia alata,0.0,,microscopy
73,Rhizosolenia alata,0.0,,microscopy
75,Rhizosolenia alata,0.0,,microscopy
78,Rhizosolenia alata,0.0,,microscopy
80,Rhizosolenia alata,0.0,,microscopy
84,Rhizosolenia alata,0.0,,microscopy
85,Rhizosolenia alata,0.0,,microscopy
87,Rhizosolenia alata,0.0,,microscopy
90,Rhizosolenia alata,40.0,,microscopy
93,Rhizosolenia alata,0.0,,microscopy
95,Rhizosolenia alata,0.0,,microscopy
97,Rhizosolenia alata,0.0,,microscopy
100,Rhizosolenia alata,0.0,,microscopy
102,Rhizosolenia alata,0.0,,microscopy
105,Rhizosolenia alata,0.0,,microscopy
108,Rhizosolenia alata,0.0,,microscopy
110,Rhizosolenia alata,0.0,,microscopy
112,Rhizosolenia alata,0.0,,microscopy
6,Rhizosolenia chunii,0.0,,microscopy
9,Rhizosolenia chunii,0.0,,microscopy
11,Rhizosolenia chunii,0.0,,microscopy
15,Rhizosolenia chunii,0.0,,microscopy
16,Rhizosolenia chunii,0.0,,microscopy
20,Rhizosolenia chunii,0.0,,microscopy
21,Rhizosolenia chunii,0.0,,microscopy
23,Rhizosolenia chunii,0.0,,microscopy
26,Rhizosolenia chunii,0.0,,microscopy
29,Rhizosolenia chunii,0.0,,microscopy
31,Rhizosolenia chunii,0.0,,microscopy
33,Rhizosolenia chunii,0.0,,microscopy
36,Rhizosolenia chunii,0.0,,microscopy
39,Rhizosolenia chunii,0.0,,microscopy
41,Rhizosolenia chunii,0.0,,microscopy
44,Rhizosolenia chunii,0.0,,microscopy
46,Rhizosolenia chunii,0.0,,microscopy
49,Rhizosolenia chunii,0.0,,microscopy
51,Rhizosolenia chunii,0.0,,microscopy
55,Rhizosolenia chunii,0.0,,microscopy
58,Rhizosolenia chunii,0.0,,microscopy
60,Rhizosolenia chunii,0.0,,microscopy
63,Rhizosolenia chunii,0.0,,microscopy
65,Rhizosolenia chunii,0.0,,microscopy
69,Rhizosolenia chunii,0.0,,microscopy
70,Rhizosolenia chunii,0.0,,microscopy
73,Rhizosolenia chunii,0.0,,microscopy
75,Rhizosolenia chunii,0.0,,microscopy
78,Rhizosolenia chunii,0.0,,microscopy
80,Rhizosolenia chunii,0.0,,microscopy
84,Rhizosolenia chunii,0.0,,microscopy
85,Rhizosolenia chunii,0.0,,microscopy
87,Rhizosolenia chunii,0.0,,microscopy
90,Rhizosolenia chunii,0.0,,microscopy
93,Rhizosolenia chunii,0.0,,microscopy
95,Rhizosolenia chunii,0.0,,microscopy
97,Rhizosolenia chunii,0.0,,microscopy
100,Rhizosolenia chunii,480.0,,microscopy
102,Rhizosolenia chunii,400.0,,microscopy
105,Rhizosolenia chunii,0.0,,microscopy
108,Rhizosolenia chunii,80.0,,microscopy
110,Rhizosolenia chunii,0.0,,microscopy
112,Rhizosolenia chunii,0.0,,microscopy
6,Rhizosolenia cylindrus,0.0,,microscopy
9,Rhizosolenia cylindrus,40.0,,microscopy
11,Rhizosolenia cylindrus,0.0,,microscopy
15,Rhizosolenia cylindrus,0.0,,microscopy
16,Rhizosolenia cylindrus,0.0,,microscopy
20,Rhizosolenia cylindrus,0.0,,microscopy
21,Rhizosolenia cylindrus,0.0,,microscopy
23,Rhizosolenia cylindrus,0.0,,microscopy
26,Rhizosolenia cylindrus,0.0,,microscopy
29,Rhizosolenia cylindrus,0.0,,microscopy
31,Rhizosolenia cylindrus,0.0,,microscopy
