cruise,latitude,longitude,date_time,depth,hplc_alpha_beta_car,ABCRSDP1[ng/l],hplc_allo,ALLOSDP1[ng/l],ANTHHPP1[ng/l],ANTHSDP1[ng/l],ASTAXHP1[ng/l],ASTAXHSD[ng/l],BBCAHPP1[ng/l],BBCASDP1[ng/l],BECAHPP1[ng/l],BECASDP1[ng/l],hplc_but_fuco,BUTASDP1[ng/l],hplc_chl_c12,C1C2SDP1[ng/l],hplc_chl_c2_mgdg_14,C2MEHPCU[ng/l],hplc_chl_c2_mgdg_18,C2MEHUCU[ng/l],C2MEHUE1[ng/l],CANXHPP1[ng/l],CBDVHPP1[ng/l],CBDVSDP1[ng/l],hplc_tot_chl_b,CHLBSDP1[ng/l],CHLC1HP1[ng/l],CHLC1HSD[ng/l],hplc_tot_chl_c,CHLCSDP1[ng/l],CIDAHPP1[ng/l],CIDASDP1[ng/l],CIDBHPP1[ng/l],CIDBSDP1[ng/l],CLAAHPP1[ng/l],CLAASDP1[ng/l],CLAEHPP1[ng/l],CLAESDP1[ng/l],CLC2HPP1[ng/l],CLC2SDP1[ng/l],hplc_chl_c3,CLC3SDP1[ng/l],chl_a_fluor,CPHLHPP1[mg/m^3],hplc_diadino,DIADSDP1[ng/l],hplc_diato,DIATSDP1[ng/l],DINXHPP1[ng/l],DINXSDP1[ng/l],hplc_dv_chl_a,DVCASDP1[ng/l],hplc_dv_chl_b,DVCBSDP1[ng/l],FUCSHPP1[ng/l],hplc_fuco,FUCXSDP1[ng/l],hplc_gyro,GDIESDP1[ng/l],hplc_hex_fuco,HEXOSDP1[ng/l],HEXSHPP1[ng/l],K4HXHPP1[ng/l],hplc_lut,LUTNSDP1[ng/l],M320HPP1[ng/l],M335HPP1[ng/l],MAASHPP1[ng/l],MASTHPP1[ng/l],MDCAHPP1[ng/l],MDVPHPP1[ng/l],MDVPSDP1[ng/l],MEPAHPP1[ng/l],MM2GHPP1[ng/l],MMMSHPP1[ng/l],MMMTHPP1[ng/l],MMSEHPP1[ng/l],MMYGHPP1[ng/l],MMYTHPP1[ng/l],MPALHPP1[ng/l],MPASHPP1[ng/l],MPNEHPP1[ng/l],MPOLHPP1[ng/l],MPORHPP1[ng/l],MPSSHPP1[ng/l],MSHIHPP1[ng/l],MSMEHPP1[ng/l],MUSUHPP1[ng/l],hplc_mv_chl_a,MVACSDP1[ng/l],hplc_mv_chl_c3,MZPAHPP1[ng/l],hplc_neo,QV:BODC.92,NEOXSDP1[ng/l],hplc_phide_a,QV:BODC.94,PBAXSDP1[ng/l],hplc_phide_b,PBZZHPP1[ng/l],hplc_perid,QV:BODC.98,PERISDP1[ng/l],PRFUHPP1[ng/l],hplc_pras,QV:BODC.101,PRSXSDP1[ng/l],hplc_phytin_a,QV:BODC.103,PTAXSDP1[ng/l],hplc_phytin_b,PTBXSDP1[ng/l],PTZZHPP1[ng/l],hplc_pyrophaeo_a,SDCLHPP1[mg/m^3],hplc_viola,QV:BODC.110,VILXSDP1[ng/l],VINEHPP1[ng/l],QV:BODC.112,VINESDP1[ng/l],ZELUHPP1[ng/l],ZELUSDP1[ng/l],hplc_zea,QV:BODC.116,ZEOXSDP1[ng/l],BODC_stn_y,Orig_stn_y,ODV_type_y,Gear_y,W_depth[metres]_y,Site_y,Bot_press[db]_y,BODC_bot_y,Bot_Flag_y,Rosette_Pos_y,Firing_Seq_y,Bot_Ref_y,ALKYPOTK[umol/kg],QV:BODC_y,ALSDPOTK[umol/kg],QV:BODC.1,CCA17035[umol/l],QV:BODC.2_y,CINGFA04[umol/l],QV:BODC.3,poc,QV:BODC.4_y,CORGCOF1[umol/l],QV:BODC.5,CORGUVD2[umol/l],QV:BODC.6_y,DFEFICHL[nmol/l],QV:BODC.7,DFEFICSD[nmol/l],QV:BODC.8_y,DOKGWITX[umol/kg],QV:BODC.9,DOXYSC01[umol/l],QV:BODC.10_y,DOXYSU01[umol/l],QV:BODC.11,DOXYSU02[umol/l],QV:BODC.12_y,DOXYWITX[umol/l],QV:BODC.13,DWIRPP01[W/m^2],QV:BODC.14_y,FESDCLDX[nmol/l],QV:BODC.15,FEXXCLDX[nmol/l],QV:BODC.16,IRRDPP01[uE/m^2/s],QV:BODC.17_y,IRRDSD01[uE/m^2/s],QV:BODC.18_y,IRRDUV01[uE/m^2/s],QV:BODC.19,IRRUPP01[uE/m^2/s],QV:BODC.20,IRRUUV01[uE/m^2/s],QV:BODC.21,IRRUUVSD[uE/m^2/s],QV:BODC.22_y,MDMAP010[umol/l],QV:BODC.23,tot_alkalinity,QV:BODC.24_y,MDMASD14[umol/kg],QV:BODC.25,NTKGAATX[umol/kg],QV:BODC.26_y,NTRAMW04[umol/kg],QV:BODC.27,NTRIAAD5[umol/l],QV:BODC.28,NTRIAADZ[umol/l],QV:BODC.29,nitrite,QV:BODC.30_y,NTRIASD5[umol/l],QV:BODC.31,NTRIKGTX[umol/kg],QV:BODC.32,NTRILWTX[umol/l],QV:BODC.33,NTRZAAD1[umol/l],QV:BODC.34,NTRZAAD5[umol/l],QV:BODC.35,NTRZAADZ[umol/l],QV:BODC.36,nitrate_nitrite,QV:BODC.37,NTRZASD5[umol/l],QV:BODC.38_y,NTRZLWTX[umol/l],QV:BODC.39,NTSDAATX[umol/l],QV:BODC.40_y,OXSDSU01[umol/l],QV:BODC.41,OXSDSU02[umol/l],QV:BODC.42_y,PHKGAATX[umol/kg],QV:BODC.43_y,PHOSAAD1[umol/l],QV:BODC.44_y,PHOSAAD5[umol/l],QV:BODC.45,PHOSAADZ[umol/l],QV:BODC.46_y,phosphate,QV:BODC.47,PHOSASD5[umol/l],QV:BODC.48,PHOSLWTX[umol/l],QV:BODC.49,PSALBSTX[Dmnless],QV:BODC.50_y,PSALCC01[Dmnless],QV:BODC.51,PSALCC02[Dmnless],QV:BODC.52_y,PSALCU01[Dmnless],QV:BODC.53,PSALCU02[Dmnless],QV:BODC.54,PSALSG01[Dmnless],QV:BODC.55_y,PSALST01[Dmnless],QV:BODC.56,PSALST02[Dmnless],QV:BODC.57_y,PSSDBSTX[Dmnless],QV:BODC.58,PSSDCU01[Dmnless],QV:BODC.59_y,PSSDCU02[Dmnless],QV:BODC.60,SDCORGP1[umol/l],QV:BODC.61,SDNZAAD1[umol/l],QV:BODC.62,SDNZAATX[umol/l],QV:BODC.63_y,SDOXWITX[umol/l],QV:BODC.64,SDPHAAD1[umol/l],QV:BODC.65,SDPHAATX[umol/l],QV:BODC.66,SFEFICHL[nmol/l],QV:BODC.67,SFEFICSD[nmol/l],QV:BODC.68,SLCAAAD5[umol/l],QV:BODC.69,SLCAAADZ[umol/l],QV:BODC.70_y,silicate,QV:BODC.71,SLCAASD5[umol/l],QV:BODC.72,SLKGAATX[umol/kg],QV:BODC.73,SLSDAATX[umol/l],QV:BODC.74,TCO2CBSD[umol/l],QV:BODC.75,TCO2CBTX[umol/l],QV:BODC.76,TCO2KG01[umol/kg],QV:BODC.77,TCO2KG02[umol/kg],QV:BODC.78,TCO2MATX[umol/l],QV:BODC.79,TCO2MSSD[umol/kg],QV:BODC.80,TCO2MSXX[umol/kg],QV:BODC.81,TCO2SDK2[umol/kg],QV:BODC.82,TCO2SDKG[umol/kg],QV:BODC.83,temperature,QV:BODC.84,TEMPCU02[degC],QV:BODC.85,TEMPPR01[degC],QV:BODC.86,TEMPSD03[degC],QV:BODC.87,TEMPSD04[degC],QV:BODC.88_y,TEMPST01[degC],QV:BODC.89,TEMPST02[degC],QV:BODC.90,UWIRPP01[W/m^2],QV:BODC.91,nitrate,salinity,oxygen,id,source_name,hplc_present,chemtax_present,microscopy_present
AMT11,-21.7444,-31.516,2000-10-05 11:47:00,79.8,,,0.0,,,,,,0.001,,0.004,,0.006,,,,0.001,,0.001,,,,0.01,,,,,,,,,,,,0.0,,0.001,,0.007,,0.004,,0.1,0.046,0.002,,,,,,0.035,,,,,0.004,,,,0.04,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.037,,,1504118.0,AMT11-39,b,CTD,4625.9,-,80.3,506206.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,528.27, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,37.107, ,37.107, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.99, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,22.84, ,22.839, ,,N,0.0,37.107,,3999,AMT,1,0,1
AMT11,-21.7444,-31.516,2000-10-05 11:47:00,104.8,,,0.0,,,,,,0.002,,0.014,,0.017,,,,0.001,,0.0,,,,0.04,,,,,,,,,,,,0.011,,0.0,,0.011,,0.009,,0.27,0.079,0.003,,,,,,0.154,,,,,0.005,,,,0.071,,,0.0,0.0,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.002,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.034,,,1504118.0,AMT11-39,b,CTD,4625.9,-,105.5,506205.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,181.78, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,37.054, ,37.055, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.02, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,22.635, ,22.634, ,,N,0.0,37.054,,4000,AMT,1,0,1
AMT11,-21.7444,-31.516,2000-10-05 11:47:00,129.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504118.0,AMT11-39,b,CTD,4625.9,-,130.6,506204.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,75.09, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,0.02, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,37.006, ,37.007, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.99, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,22.45, ,22.449, ,,N,0.01,37.006,,4001,AMT,1,0,1
AMT11,-21.7444,-31.516,2000-10-05 11:47:00,150.1,,,0.0,,,,,,0.0,,0.011,,0.024,,,,0.0,,0.004,,,,0.043,,,,,,,,,,,,0.001,,0.0,,0.012,,0.012,,0.2,0.078,0.003,,,,,,0.086,,,,,0.004,,,,0.075,,,0.0,0.0,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.009,,,1504118.0,AMT11-39,b,CTD,4625.9,-,151.1,506203.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,31.63, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.06, ,,N,,N,,N,,N,,N,,N,0.21, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,,N,,N,36.931, ,36.931, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.02, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,22.208, ,22.207, ,,N,0.06,36.931,,4002,AMT,1,0,1
AMT11,-21.7444,-31.516,2000-10-05 11:47:00,179.7,,,0.0,,,,,,0.0,,0.009,,0.018,,,,0.002,,0.003,,,,0.029,,,,,,,,,,,,0.0,,0.003,,0.008,,0.009,,0.13,0.063,0.002,,,,,,0.092,,,,,0.004,,,,0.057,,,0.0,0.0,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.015,,,1504118.0,AMT11-39,b,CTD,4625.9,-,180.9,506202.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,12.23, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.04, ,,N,,N,,N,,N,,N,,N,0.88, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.05, ,,N,,N,,N,,N,,N,,N,,N,,N,36.474, ,36.473, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.23, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,20.324, ,20.322, ,,N,0.04,36.474,,4003,AMT,1,0,1
AMT11,-21.7444,-31.516,2000-10-05 11:47:00,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504118.0,AMT11-39,b,CTD,4625.9,-,210.4,506104.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.04, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.02, ,,N,,N,,N,,N,,N,,N,1.98, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.14, ,,N,,N,,N,,N,,N,,N,,N,,N,36.062, ,36.061, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.49, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,18.342, ,18.342, ,,N,0.02,36.062,,4004,AMT,1,0,1
AMT11,-21.7444,-31.516,2000-10-05 11:47:00,248.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504118.0,AMT11-39,b,CTD,4625.9,-,250.6,506201.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.39, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.02, ,,N,,N,,N,,N,,N,,N,4.24, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.3, ,,N,,N,,N,,N,,N,,N,,N,,N,35.691, ,35.69, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.15, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,16.334, ,16.334, ,,N,0.02,35.691,,4005,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,5.0,,,0.0,,,,,,0.001,,0.005,,0.004,,,,0.001,,0.0,,,,0.008,,,,,,,,,,,,0.0,,0.0,,0.005,,0.002,,0.14,0.046,0.003,,,,,,0.062,,,,,0.004,,,,0.023,,,0.0,0.0,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.054,,,1504120.0,AMT11-41,b,CTD,2382.8,-,5.0,506074.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2778.8, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,36.969, ,36.97, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.85, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,22.437, ,22.443, ,,N,0.0,36.969,,4006,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,40.7,,,0.0,,,,,,0.001,,0.007,,0.006,,,,0.001,,0.002,,,,0.012,,,,,,,,,,,,0.0,,0.001,,0.008,,0.003,,0.15,0.054,0.003,,,,,,0.091,,,,,0.006,,,,0.037,,,0.0,0.0,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.001,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.05,,,1504120.0,AMT11-41,b,CTD,2382.8,-,41.0,506107.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,389.72, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,36.949, ,36.95, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.88, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,22.121, ,22.12, ,,N,0.0,36.949,,4007,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,75.7,,,0.0,,,,,,0.001,,0.008,,0.007,,,,0.001,,0.0,,,,0.02,,,,,,,,,,,,0.007,,0.0,,0.006,,0.005,,0.21,0.052,0.002,,,,,,0.105,,,,,0.004,,,,0.048,,,0.0,0.0,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.03,,,1504120.0,AMT11-41,b,CTD,2382.8,-,76.2,506221.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,110.09, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,36.899, ,36.9, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.88, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,21.827, ,21.826, ,,N,0.0,36.899,,4008,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,120.9,,,0.0,,,,,,0.001,,0.007,,0.025,,,,0.001,,0.002,,,,0.035,,,,,,,,,,,,0.0,,0.0,,0.011,,0.011,,0.18,0.079,0.004,,,,,,0.075,,,,,0.006,,,,0.07,,,0.0,0.0,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,0.0,,0.001,,,,,,,,0.001,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.012,,,1504120.0,AMT11-41,b,CTD,2382.8,-,121.7,506220.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,20.01, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.05, ,,N,,N,,N,,N,,N,,N,0.09, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,36.877, ,36.877, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.82, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,21.711, ,21.71, ,,N,0.05,36.877,,4009,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,130.4,,,0.0,,,,,,0.001,,0.008,,0.037,,,,0.0,,0.003,,,,0.043,,,,,,,,,,,,0.0,,0.0,,0.014,,0.014,,0.18,0.096,0.003,,,,,,0.064,,,,,0.008,,,,0.076,,,0.0,0.0,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,0.0,,0.001,,,,,,,,0.0,,,,0.002,,,,,,,,,,,0.0,,,,,,,,0.009,,,1504120.0,AMT11-41,b,CTD,2382.8,-,131.3,506219.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,14.52, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.15, ,,N,,N,,N,,N,,N,,N,0.31, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.02, ,,N,,N,,N,,N,,N,,N,,N,,N,36.774, ,36.774, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.82, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,21.327, ,21.327, ,,N,0.15,36.774,,4010,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504120.0,AMT11-41,b,CTD,2382.8,-,151.0,506073.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.25, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.1, ,,N,,N,,N,,N,,N,,N,0.53, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.02, ,,N,,N,,N,,N,,N,,N,,N,,N,36.621, ,36.621, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.88, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,20.708, ,20.708, ,,N,0.1,36.621,,4011,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,179.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504120.0,AMT11-41,b,CTD,2382.8,-,180.9,506218.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.86, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.03, ,,N,,N,,N,,N,,N,,N,1.39, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.05, ,,N,,N,36.274, ,,N,,N,,N,,N,,N,36.359, ,36.358, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.11, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,19.549, ,19.549, ,,N,0.03,36.359,,4012,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,199.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504120.0,AMT11-41,b,CTD,2382.8,-,201.3,506217.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.57, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.02, ,,N,,N,,N,,N,,N,,N,2.11, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.12, ,,N,,N,,N,,N,,N,,N,,N,,N,36.001, ,36.0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.37, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,17.781, ,17.78, ,,N,0.02,36.001,,4013,AMT,1,0,1
AMT11,-24.595,-35.148,2000-10-06 12:46:00,249.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504120.0,AMT11-41,b,CTD,2382.8,-,251.0,506216.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.54, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.01, ,,N,,N,,N,,N,,N,,N,4.38, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.29, ,,N,,N,,N,,N,,N,,N,,N,,N,35.668, ,35.668, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.03, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,16.02, ,16.021, ,,N,0.01,35.668,,4014,AMT,1,0,1
AMT11,-27.3205,-38.7,2000-10-07 12:46:00,5.1,,,0.0,,,,,,0.002,,0.004,,0.003,,,,0.0,,0.001,,,,0.005,,,,,,,,,,,,0.0,,0.001,,0.004,,0.002,,0.12,0.038,0.002,,,,,,0.04,,,,,0.005,,,,0.017,,,0.0,0.001,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.001,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.051,,,1504122.0,AMT11-43,b,CTD,4323.1,-,5.1,506130.0,0.0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,9781.79, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.0, ,,N,,N,,N,,N,,N,,N,,N,,N,36.227, ,36.228, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.82, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,20.563, ,20.562, ,,N,0.0,36.227,,4015,AMT,1,0,1
